dataset,seed,backbone,variant,n_tasks,AA,BWT,remembering_rate,CFI,clean_acc,clean_mcc,clean_f1,clean_bal_acc,sel_acc,sel_mcc,fgsm_acc,fgsm_mcc,fgsm_asr,pgd_acc,pgd_mcc,pgd_asr,square_acc,square_mcc,transfer_acc,transfer_mcc,epochs,epsilon,beta,ewc_lambda,status
CICIoMT,13,rdt,cat,5,0.8738,-0.0760,0.9234,0.0650,0.862,0.8347869856398744,0.8618255328665338,0.862,0.8330623306233063,0.7913581766019068,0.5066666666666667,0.4132375040245509,42.072699149265276,0.49433333333333335,0.3983035248563852,43.50348027842227,0.4796666666666667,0.3829739462918302,0.4846666666666667,0.3902120636869784,20,0.1,6.0,1000.0,ok
TONIoT,13,rdt,cat,9,0.9040,0.1052,1.2153,-0.1153,0.82,0.8004995539612625,0.8189791205587857,0.8141456443021564,0.8327841845140033,0.8135916296866359,0.6723333333333333,0.6385980597944074,18.3739837398374,0.6623333333333333,0.6271583907327809,19.51219512195122,0.66,0.6238370718062213,0.7323333333333333,0.7037410900941499,20,0.1,6.0,1000.0,ok
CICIoMT,21,rdt,cat,5,0.8704,0.0962,1.6711,-0.0970,0.847,0.8179203456146534,0.8458323904331225,0.847,0.8432700993676604,0.8042014369659318,0.515,0.4283469242179749,40.77134986225895,0.4746666666666667,0.380148480899739,45.53325462416372,0.4656666666666667,0.3684335452040855,0.464,0.3670941978385896,20,0.1,6.0,1000.0,ok
TONIoT,21,rdt,cat,9,0.9066,0.0639,1.1245,-0.0668,0.836,0.8186500553360714,0.8350686018379659,0.834145093582969,0.8395570199524071,0.8213343823128376,0.6636666666666666,0.6306386515703696,20.933014354066987,0.6233333333333333,0.5867913690508957,25.51834130781499,0.612,0.5770157297195572,0.68,0.6487824575754809,20,0.1,6.0,1000.0,ok
CICIoMT,42,rdt,cat,5,0.8602,0.0753,1.7009,-0.0753,0.827,0.7926025093915704,0.8253175665192631,0.827,0.8245709123757904,0.7799462647906985,0.4886666666666667,0.39289907774922966,42.12011285771866,0.4703333333333333,0.3713898713688587,44.13542926239419,0.446,0.34334094750959654,0.44366666666666665,0.34169977916760635,20,0.1,6.0,1000.0,ok
TONIoT,42,rdt,cat,9,0.9047,0.0796,1.1728,-0.0848,0.822,0.8031372674293523,0.8215156039552377,0.8228532567729296,0.8225334065531759,0.8026327743069562,0.6736666666666666,0.6413003070664903,18.288726682887265,0.6503333333333333,0.6150870300463472,21.086780210867804,0.6373333333333333,0.6024846567242257,0.6686666666666666,0.6358410585969989,20,0.1,6.0,1000.0,ok
CICIoMT,1,aam_trans,cat,5,0.8653,0.1336,0.6892,-0.1409,0.8383333333333334,0.8074667227224541,0.8368562669229732,0.8383333333333334,0.8465221318879855,0.8078817512784052,0.5526666666666666,0.46633038141468697,35.7455268389662,0.5463333333333333,0.4584678529095156,36.10337972166998,0.473,0.36998141551859626,0.515,0.4193068636183718,20,0.1,6.0,1000.0,ok
TONIoT,1,aam_trans,cat,9,0.8930,0.1659,0.9540,-0.1978,0.8076666666666666,0.7881825829911389,0.8089132431908468,0.8047862699867505,0.8099945085118067,0.7893577840181206,0.643,0.6058907474938353,20.594304581097813,0.6336666666666667,0.5961418334723733,21.791167973586465,0.6073333333333333,0.5680071826768144,0.6903333333333334,0.658260045016191,20,0.1,6.0,1000.0,ok
CICIoMT,7,aam_trans,cat,5,0.8422,-0.1151,0.8850,0.0985,0.8153333333333334,0.7795894173985408,0.8145753994392889,0.8153333333333334,0.7886178861788617,0.7394485921410858,0.5363333333333333,0.44728039597444474,38.021259198691745,0.5296666666666666,0.4392917995447577,37.04006541291905,0.5026666666666667,0.406791552612299,0.4806666666666667,0.3817360504722962,20,0.1,6.0,1000.0,ok
TONIoT,7,aam_trans,cat,9,0.8491,0.0172,1.0700,-0.0183,0.7356666666666667,0.7137845635688932,0.7118766229062626,0.7400067959362384,0.723686619073769,0.6999326032453022,0.5826666666666667,0.5508249467206064,21.11463525147259,0.575,0.5422957627114265,22.15677390122338,0.634,0.603788042285875,0.6203333333333333,0.5904329655050292,20,0.1,6.0,1000.0,ok
CICIoMT,13,aam_trans,cat,5,0.8708,-0.0699,0.9275,0.0604,0.8533333333333334,0.8252915465089375,0.8524327786274759,0.8533333333333334,0.8383920505871726,0.7979433848515693,0.5686666666666667,0.49556257477537125,35.4296875,0.56,0.4851586395695181,35.6640625,0.504,0.416640397587541,0.501,0.41440744276978725,20,0.1,6.0,1000.0,ok
